,name,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,played,Points_per_Minute,Points_per_Value,Rolling_Avg_Goals,Goal_Involvement,was_home,position_DEF,position_FWD,position_GK,position_MID,form,total_points_lag1,goals_scored_lag1,assists_lag1,minutes_lag1,bps_lag1,value_lag1,transfers_in_lag1,transfers_out_lag1
7132,Leon Bailey,Aston Villa,1.8,0,0,1,1,0.6,45,0.01,0.01,0.0,1.27,243,0,0,0.0,0.0,2023-02-25T15:00:00Z,60,8,0,0,0,0,25,0,413070,1,2,0,2.0,3,678,20771,20093,44,0,25,0,0.05,0.06818181818181818,0.0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,23.0,0.0,44.0,9535.0,18617.0
7424,Leon Bailey,Aston Villa,1.5,0,0,3,0,14.8,45,0.05,0.08,0.02,0.11,252,0,0,2.7,5.0,2023-03-04T15:00:00Z,21,7,0,0,0,0,26,0,402449,0,0,1,7.0,1,-10152,11076,21228,44,0,26,1,0.047619047619047616,0.022727272727272728,0.0,0,1,0,0,0,1,1.6,3.0,0.0,0.0,60.0,1.0,44.0,20771.0,20093.0
7777,Leon Bailey,Aston Villa,1.8,0,0,2,0,15.4,45,0.09,0.22,0.13,1.91,270,1,0,2.6,0.0,2023-03-12T14:00:00Z,63,19,0,0,0,0,27,0,376601,1,1,1,12.0,2,-25459,5389,30848,44,0,27,1,0.031746031746031744,0.045454545454545456,0.0,0,0,0,0,0,1,1.6,1.0,0.0,0.0,21.0,3.0,44.0,11076.0,21228.0
8003,Leon Bailey,Aston Villa,3.5,1,0,19,1,26.0,45,0.54,0.68,0.14,0.42,272,0,0,5.8,19.6,2023-03-18T15:00:00Z,64,3,0,0,0,0,28,0,407875,1,0,3,12.0,6,14931,25326,10395,44,0,28,0,0.09375,0.13636363636363635,0.0,1,1,0,0,0,1,2.6,2.0,0.0,0.0,63.0,2.0,44.0,5389.0,30848.0
8444,Leon Bailey,Aston Villa,5.6,0,0,2,0,0.0,45,0.0,0.0,0.04,0.15,284,0,0,0.1,0.0,2023-04-01T16:30:00Z,14,6,0,0,0,0,29,0,383300,0,2,0,3.0,1,-8331,10438,18769,44,0,29,0,0.07142857142857142,0.022727272727272728,0.0,0,0,0,0,0,1,2.6,6.0,0.0,1.0,64.0,19.0,44.0,25326.0,10395.0
8445,Leon Bailey,Aston Villa,5.6,0,0,0,0,14.3,45,0.03,0.0,0.05,0.48,66,1,0,2.4,0.0,2023-04-04T18:45:00Z,84,10,0,0,0,0,29,0,383300,1,2,1,10.0,2,-8331,10438,18769,44,0,29,0,0.023809523809523808,0.045454545454545456,0.0,0,0,0,0,0,1,2.4,1.0,0.0,0.0,14.0,2.0,44.0,10438.0,18769.0
8775,Leon Bailey,Aston Villa,2.5,0,0,3,0,10.8,45,0.54,0.54,0.0,0.03,291,0,0,1.4,1.0,2023-04-08T14:00:00Z,27,16,0,0,0,0,30,0,378907,1,0,2,2.0,1,-5979,6337,12316,44,0,30,1,0.037037037037037035,0.022727272727272728,0.0,0,1,0,0,0,1,2.4,2.0,0.0,0.0,84.0,0.0,44.0,10438.0,18769.0
10301,Leon Bailey,Aston Villa,0.2,0,0,3,0,24.7,45,0.04,0.08,0.04,0.49,350,0,0,3.8,7.0,2023-05-06T14:00:00Z,45,20,0,0,0,0,35,0,298018,0,0,1,6.0,1,-5886,719,6605,43,0,35,1,0.022222222222222223,0.023255813953488372,0.0,0,0,0,0,0,1,2.2,1.0,0.0,0.0,27.0,3.0,44.0,6337.0,12316.0
10632,Leon Bailey,Aston Villa,0.0,1,0,20,1,31.8,45,0.15,0.36,0.21,0.44,352,0,0,8.7,26.0,2023-05-13T14:00:00Z,67,18,0,0,0,0,36,0,300076,1,1,2,29.0,6,1707,4510,2803,43,0,36,0,0.08955223880597014,0.13953488372093023,0.0,1,1,0,0,0,1,2.2,1.0,0.0,0.0,45.0,3.0,43.0,719.0,6605.0
10990,Leon Bailey,Aston Villa,1.5,0,0,4,0,0.3,45,0.0,0.05,0.05,0.22,364,0,0,1.3,4.0,2023-05-20T14:00:00Z,53,12,0,0,0,0,37,0,307759,1,1,1,9.0,1,6935,9949,3014,43,0,37,1,0.018867924528301886,0.023255813953488372,0.0,0,0,0,0,0,1,2.2,6.0,0.0,1.0,67.0,20.0,43.0,4510.0,2803.0
11298,Leon Bailey,Aston Villa,2.0,0,0,13,0,0.0,45,0.67,0.81,0.14,1.47,372,1,0,0.0,0.0,2023-05-28T15:30:00Z,68,5,0,0,0,0,38,0,312028,1,1,2,0.0,2,4368,7604,3236,43,0,38,0,0.029411764705882353,0.046511627906976744,0.0,0,1,0,0,0,1,2.2,1.0,0.0,0.0,53.0,4.0,43.0,9949.0,3014.0
61,Levi Colwill,Brighton,1.4,0,0,3,0,0.1,559,0.0,0.0,0.0,0.0,9,0,0,0.0,0.2,2022-08-07T13:00:00Z,1,14,0,0,0,0,1,0,2027,0,2,1,0.0,1,0,0,0,45,0,1,1,1.0,0.022222222222222223,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,Levi Colwill,Brighton,1.0,0,0,4,0,0.3,559,0.0,0.0,0.0,0.0,34,0,0,0.5,4.4,2022-08-27T14:00:00Z,11,11,0,0,0,0,4,0,6430,0,0,1,0.0,1,-459,540,999,45,0,4,0,0.09090909090909091,0.022222222222222223,0.0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,1.0,3.0,45.0,0.0,0.0
4087,Levi Colwill,Brighton,0.3,0,0,12,0,0.0,559,0.01637,0.19597,0.1796,1.4852,152,2,0,0.0,0.0,2022-11-13T14:00:00Z,90,2,0,0,0,0,16,0,6937,1,2,1,0.0,1,69,248,179,44,0,16,1,0.011111111111111112,0.022727272727272728,0.0,0,1,1,0,0,0,1.0,1.0,0.0,0.0,11.0,4.0,45.0,540.0,999.0
4379,Levi Colwill,Brighton,2.0,0,0,14,0,0.2,559,0.00236,0.00236,0.0,1.914,170,1,0,1.1,10.4,2022-12-26T15:00:00Z,90,17,0,0,0,0,17,0,7702,1,3,1,0.0,2,638,1266,628,44,0,17,0,0.022222222222222223,0.045454545454545456,0.0,0,0,1,0,0,0,1.25,1.0,0.0,0.0,90.0,12.0,44.0,248.0,179.0
4677,Levi Colwill,Brighton,0.5,0,0,15,0,4.5,559,0.02041,0.02041,0.0,2.8794,172,4,0,1.8,13.0,2022-12-31T17:30:00Z,90,1,0,0,0,0,18,0,8108,1,4,2,0.0,0,329,539,210,44,0,18,0,0.0,0.0,0.0,0,1,1,0,0,0,1.0,2.0,0.0,0.0,90.0,14.0,44.0,1266.0,628.0
4984,Levi Colwill,Brighton,1.3,0,0,13,0,0.8,559,0.00661,0.00661,0.0,1.3115,186,1,0,1.7,16.4,2023-01-03T19:45:00Z,90,8,0,0,0,0,19,0,8470,1,4,1,0.0,2,321,495,174,44,0,19,0,0.022222222222222223,0.045454545454545456,0.0,0,0,1,0,0,0,1.2,0.0,0.0,0.0,90.0,15.0,44.0,539.0,210.0
5330,Levi Colwill,Brighton,2.0,0,2,32,1,23.7,559,0.10027,0.10027,0.0,1.0272,193,0,0,4.1,17.4,2023-01-14T15:00:00Z,90,12,0,0,0,0,20,0,8911,1,0,3,0.0,8,352,787,435,44,0,20,0,0.08888888888888889,0.18181818181818182,0.0,0,1,1,0,0,0,2.6,2.0,0.0,0.0,90.0,13.0,44.0,495.0,174.0
7533,Levi Colwill,Brighton,2.7,0,1,26,1,1.5,559,0.01,0.01,0.0,1.2,73,0,0,1.4,12.0,2023-03-15T19:30:00Z,90,7,0,0,0,0,27,0,8141,1,0,1,0.0,7,-255,49,304,44,0,27,1,0.07777777777777778,0.1590909090909091,0.0,0,1,1,0,0,0,3.8,8.0,0.0,0.0,90.0,32.0,44.0,787.0,435.0
8120,Levi Colwill,Brighton,4.5,0,0,8,0,4.0,559,0.03,0.0,0.18,1.5,283,3,0,2.3,8.8,2023-04-01T14:00:00Z,90,4,0,0,0,0,29,0,9708,1,3,3,10.0,1,1214,1378,164,44,0,29,0,0.011111111111111112,0.022727272727272728,0.0,0,1,1,0,0,0,3.6,7.0,0.0,0.0,90.0,26.0,44.0,49.0,304.0
8569,Levi Colwill,Brighton,2.5,0,0,13,0,1.3,559,0.01,0.01,0.0,0.69,299,1,0,0.9,7.2,2023-04-08T14:00:00Z,68,18,0,0,0,0,30,0,9541,1,1,2,0.0,2,-147,380,527,44,0,30,1,0.029411764705882353,0.045454545454545456,0.0,0,0,1,0,0,0,4.0,1.0,0.0,0.0,90.0,8.0,44.0,1378.0,164.0
9412,Levi Colwill,Brighton,0.8,0,0,11,0,5.7,559,0.02,0.31,0.29,2.48,324,3,0,2.9,16.6,2023-04-26T18:30:00Z,90,16,0,0,0,0,33,0,9734,1,1,3,7.0,1,310,495,185,44,0,33,0,0.011111111111111112,0.022727272727272728,0.0,0,0,1,0,0,0,3.8,2.0,0.0,0.0,68.0,13.0,44.0,380.0,527.0
9727,Levi Colwill,Brighton,1.2,0,0,2,0,10.0,559,0.0,0.0,0.0,0.07,274,0,0,2.1,9.2,2023-05-04T19:00:00Z,15,14,0,0,0,0,34,0,11084,0,0,1,2.0,0,1146,1421,275,44,1,34,1,0.0,0.0,0.0,0,1,1,0,0,0,2.2,1.0,0.0,0.0,90.0,11.0,44.0,495.0,185.0
10091,Levi Colwill,Brighton,0.2,0,0,5,0,2.3,559,0.01,0.74,0.73,1.09,342,2,0,2.4,2.8,2023-05-08T16:30:00Z,45,8,0,0,0,0,35,0,10987,0,5,1,19.0,0,8,647,639,44,0,35,1,0.0,0.0,0.0,0,1,1,0,0,0,0.8,0.0,0.0,0.0,15.0,2.0,44.0,1421.0,275.0
10402,Levi Colwill,Brighton,0.0,0,1,32,1,10.6,559,0.01,0.01,0.0,0.84,351,0,0,3.9,28.4,2023-05-14T15:30:00Z,90,1,0,0,0,0,36,0,11832,1,3,0,0.0,7,784,1232,448,44,0,36,1,0.07777777777777778,0.1590909090909091,0.0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,45.0,5.0,44.0,647.0,639.0
10748,Levi Colwill,Brighton,4.9,1,1,28,0,22.9,559,0.06,0.09,0.03,0.65,362,1,0,6.3,32.2,2023-05-21T13:00:00Z,88,17,0,0,0,0,37,0,16715,1,1,3,8.0,6,4231,4825,594,44,0,37,1,0.06818181818181818,0.13636363636363635,0.0,1,1,1,0,0,0,2.8,7.0,0.0,0.0,90.0,32.0,44.0,1232.0,448.0
10749,Levi Colwill,Brighton,4.9,1,1,22,0,10.8,559,0.01,0.01,0.0,1.78,314,1,0,3.7,26.4,2023-05-24T19:00:00Z,90,13,0,0,0,0,37,0,16715,1,1,1,0.0,6,4231,4825,594,44,0,37,0,0.06666666666666667,0.13636363636363635,0.0,1,1,1,0,0,0,3.8,6.0,0.0,1.0,88.0,28.0,44.0,4825.0,594.0
11091,Levi Colwill,Brighton,2.5,0,0,9,0,0.0,559,0.0,0.0,0.0,2.82,372,2,0,0.0,0.0,2023-05-28T15:30:00Z,90,2,0,0,0,0,38,0,23172,1,1,2,0.0,1,6011,6758,747,44,0,38,1,0.011111111111111112,0.022727272727272728,0.0,0,0,1,0,0,0,4.0,6.0,0.0,1.0,90.0,22.0,44.0,4825.0,594.0
5295,Lewis Brunt,Leicester,0.7,0,0,4,0,1.0,273,0.01092,0.01092,0.0,0.7822,198,1,0,0.3,2.2,2023-01-14T15:00:00Z,22,16,0,0,0,0,20,0,35842,0,0,2,0.0,1,-404,383,787,39,0,20,1,0.045454545454545456,0.02564102564102564,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Lewis Cook,Bournemouth,1.1,0,0,4,0,0.3,67,0.0,0.0,0.0,0.0,2,0,0,0.8,7.2,2022-08-06T14:00:00Z,18,2,0,0,0,0,1,0,4802,0,0,2,0.0,1,0,0,0,50,0,1,0,0.05555555555555555,0.02,0.0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Lewis Cook,Bournemouth,0.0,0,0,7,0,0.6,67,0.0,0.0,0.0,0.0,17,3,0,0.4,3.0,2022-08-13T14:00:00Z,63,13,0,0,0,0,2,0,5294,0,0,4,0.0,2,-559,255,814,50,0,2,1,0.031746031746031744,0.04,0.0,0,0,0,0,0,1,1.5,1.0,0.0,0.0,18.0,4.0,50.0,0.0,0.0
629,Lewis Cook,Bournemouth,0.3,0,0,2,0,1.8,67,0.0,0.0,0.0,0.0,21,1,0,1.2,10.2,2022-08-20T16:30:00Z,45,1,0,0,0,0,3,0,5332,0,3,0,0.0,1,-462,374,836,50,0,3,0,0.022222222222222223,0.02,0.0,0,1,0,0,0,1,1.3333333333333333,2.0,0.0,0.0,63.0,7.0,50.0,255.0,814.0
922,Lewis Cook,Bournemouth,0.0,0,0,11,0,0.3,67,0.0,0.0,0.0,0.0,36,7,0,0.7,6.4,2022-08-27T14:00:00Z,76,12,0,0,0,0,4,0,5132,0,0,9,0.0,2,-509,265,774,49,0,4,0,0.02631578947368421,0.04081632653061224,0.0,0,0,0,0,0,1,1.5,1.0,0.0,0.0,45.0,2.0,50.0,374.0,836.0
1220,Lewis Cook,Bournemouth,1.3,0,0,11,1,0.9,67,0.0,0.0,0.0,0.0,42,0,0,0.9,8.0,2022-08-31T18:30:00Z,90,20,0,0,0,0,5,0,5329,0,0,0,0.0,3,-110,398,508,49,0,5,0,0.03333333333333333,0.061224489795918366,0.0,0,1,0,0,0,1,1.8,2.0,0.0,0.0,76.0,11.0,49.0,265.0,774.0
1507,Lewis Cook,Bournemouth,2.8,1,1,28,0,22.8,67,0.0,0.0,0.0,0.0,58,2,0,6.9,38.4,2022-09-03T14:00:00Z,90,16,0,0,0,0,6,0,5639,0,3,2,8.0,6,16,531,515,49,0,6,0,0.06666666666666667,0.12244897959183673,0.0,1,0,0,0,0,1,2.8,3.0,0.0,0.0,90.0,11.0,49.0,398.0,508.0
1793,Lewis Cook,Bournemouth,2.7,0,0,13,0,10.7,67,0.0,0.0,0.0,0.0,77,1,0,2.5,14.2,2022-09-17T14:00:00Z,90,15,0,0,0,0,8,0,7848,0,1,1,0.0,2,487,808,321,49,0,8,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,0,1,2.8,6.0,0.0,1.0,90.0,28.0,49.0,531.0,515.0
2014,Lewis Cook,Bournemouth,2.0,0,0,10,1,2.1,67,0.0,0.0,0.0,0.0,82,0,0,0.7,5.2,2022-10-01T14:00:00Z,90,4,0,0,0,0,9,0,8649,0,0,0,0.0,3,706,1539,833,49,0,9,0,0.03333333333333333,0.061224489795918366,0.0,0,1,0,0,0,1,3.2,2.0,0.0,0.0,90.0,13.0,49.0,808.0,321.0
2316,Lewis Cook,Bournemouth,1.8,0,0,14,0,26.9,67,0.0,0.0,0.0,0.0,92,1,0,4.5,8.4,2022-10-08T14:00:00Z,90,10,0,0,0,0,10,0,9192,0,1,2,10.0,2,346,1406,1060,49,0,10,1,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,0,1,3.2,3.0,0.0,0.0,90.0,10.0,49.0,1539.0,833.0
2613,Lewis Cook,Bournemouth,1.7,0,0,18,0,43.1,67,0.0,0.0,0.0,0.0,103,2,0,6.2,18.4,2022-10-15T14:00:00Z,90,9,0,0,0,0,11,0,9098,0,2,2,0.0,2,-219,716,935,49,0,11,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,90.0,14.0,49.0,1406.0,1060.0
2903,Lewis Cook,Bournemouth,0.0,0,0,15,0,69.2,67,0.0,0.0,0.0,0.0,112,1,0,9.0,15.4,2022-10-19T18:30:00Z,90,17,0,0,0,0,12,0,8994,0,1,0,5.0,2,-200,323,523,49,0,12,1,0.022222222222222223,0.04081632653061224,0.0,0,1,0,0,0,1,2.2,2.0,0.0,0.0,90.0,18.0,49.0,716.0,935.0
3178,Lewis Cook,Bournemouth,1.7,0,0,15,0,3.1,67,0.0,0.0,0.0,0.0,129,2,0,2.0,16.4,2022-10-24T19:00:00Z,90,19,0,0,0,0,13,0,8697,0,0,2,0.0,2,-354,227,581,49,0,13,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,0,1,2.2,2.0,0.0,0.0,90.0,15.0,49.0,323.0,523.0
3471,Lewis Cook,Bournemouth,1.0,0,0,7,0,32.9,67,0.0,0.0,0.0,0.0,132,3,0,5.0,15.2,2022-10-29T14:00:00Z,90,18,0,0,0,0,14,0,8377,0,3,2,2.0,1,-381,274,655,49,1,14,0,0.011111111111111112,0.02040816326530612,0.0,0,1,0,0,0,1,1.8,2.0,0.0,0.0,90.0,15.0,49.0,227.0,581.0
3770,Lewis Cook,Bournemouth,1.3,0,0,20,0,5.3,67,0.0,0.0,0.0,0.0,144,4,0,2.9,23.4,2022-11-05T15:00:00Z,90,11,0,0,0,0,15,0,7960,0,3,4,0.0,2,-473,180,653,49,0,15,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,0,1,1.8,1.0,0.0,0.0,90.0,7.0,49.0,274.0,655.0
4064,Lewis Cook,Bournemouth,2.0,1,0,25,1,49.3,67,0.41094,0.41094,0.0,0.8243,151,0,0,8.2,30.6,2022-11-12T15:00:00Z,90,8,0,0,0,0,16,0,7795,1,0,3,2.0,5,-231,281,512,49,1,16,0,0.05555555555555555,0.10204081632653061,0.0,1,1,0,0,0,1,2.4,2.0,0.0,0.0,90.0,20.0,49.0,180.0,653.0
4362,Lewis Cook,Bournemouth,1.5,0,0,14,0,3.3,67,0.11079,0.12719,0.0164,1.7392,164,2,0,2.9,15.4,2022-12-27T17:30:00Z,90,6,0,0,0,0,17,0,8073,1,0,2,10.0,2,100,1183,1083,49,0,17,1,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,0,1,2.4,5.0,0.0,1.0,90.0,25.0,49.0,281.0,512.0
4658,Lewis Cook,Bournemouth,2.0,0,0,9,0,1.7,67,0.00914,0.06814,0.059,0.8752,171,2,0,1.1,4.2,2022-12-31T15:00:00Z,79,7,0,0,0,0,18,0,8037,1,2,0,5.0,2,-82,300,382,49,0,18,0,0.02531645569620253,0.04081632653061224,0.0,0,1,0,0,0,1,2.4,2.0,0.0,0.0,90.0,14.0,49.0,1183.0,1083.0
4965,Lewis Cook,Bournemouth,2.0,0,0,19,0,34.3,67,0.24839,0.24839,0.0,2.2086,189,3,0,6.3,29.0,2023-01-03T20:00:00Z,90,14,0,0,0,0,19,0,7780,1,0,3,0.0,2,-263,137,400,49,0,19,0,0.022222222222222223,0.04081632653061224,0.0,0,0,0,0,0,1,2.6,2.0,0.0,0.0,79.0,9.0,49.0,300.0,382.0
5310,Lewis Cook,Bournemouth,1.8,0,0,3,0,0.5,67,0.00233,0.00233,0.0,0.0698,192,0,0,0.8,7.6,2023-01-14T17:30:00Z,34,4,0,0,0,0,20,0,7621,1,0,2,0.0,1,-220,162,382,49,0,20,0,0.029411764705882353,0.02040816326530612,0.0,0,0,0,0,0,1,2.4,2.0,0.0,0.0,90.0,19.0,49.0,137.0,400.0
7202,Lewis Cook,Bournemouth,-0.8,0,0,4,0,0.0,67,0.0,0.0,0.0,0.69,251,1,0,0.5,5.2,2023-03-04T15:00:00Z,20,1,0,0,0,0,26,0,6149,0,2,3,0.0,1,-61,52,113,49,0,26,1,0.05,0.02040816326530612,0.0,0,0,0,0,0,1,1.6,1.0,0.0,0.0,34.0,3.0,49.0,162.0,382.0
7510,Lewis Cook,Bournemouth,-0.5,0,0,3,0,0.2,67,0.0,0.0,0.0,0.08,261,0,0,0.2,1.6,2023-03-11T12:30:00Z,9,12,0,0,0,0,27,0,6241,0,0,1,0.0,1,72,155,83,49,0,27,1,0.1111111111111111,0.02040816326530612,0.0,0,1,0,0,0,1,1.4,1.0,0.0,0.0,20.0,4.0,49.0,52.0,113.0
8089,Lewis Cook,Bournemouth,-0.6,0,0,-1,0,0.0,67,0.0,0.0,0.0,0.94,62,1,0,0.0,0.0,2023-04-04T18:45:00Z,5,5,0,0,0,0,29,0,6199,0,2,0,0.0,0,-107,65,172,49,1,29,0,0.0,0.0,0.0,0,1,0,0,0,1,1.0,1.0,0.0,0.0,9.0,3.0,49.0,155.0,83.0
8552,Lewis Cook,Bournemouth,-0.3,0,0,6,0,20.8,67,0.0,0.0,0.0,0.41,295,0,0,3.0,7.0,2023-04-08T14:00:00Z,31,10,0,0,0,0,30,0,6154,0,1,0,2.0,1,-46,24,70,49,0,30,0,0.03225806451612903,0.02040816326530612,0.0,0,0,0,0,0,1,0.8,0.0,0.0,0.0,5.0,-1.0,49.0,65.0,172.0
9145,Lewis Cook,Bournemouth,-0.1,0,0,3,0,0.6,67,0.01,0.01,0.0,0.18,312,0,0,0.4,3.0,2023-04-23T13:00:00Z,15,19,0,0,0,0,32,0,6199,0,4,0,0.0,1,10,69,59,49,0,32,1,0.06666666666666667,0.02040816326530612,0.0,0,1,0,0,0,1,0.8,1.0,0.0,0.0,31.0,6.0,49.0,24.0,70.0
9706,Lewis Cook,Bournemouth,0.1,0,0,8,0,14.3,67,0.12,0.12,0.0,0.0,332,0,0,1.9,5.0,2023-04-30T13:00:00Z,17,11,0,0,0,0,34,0,6173,0,1,4,0.0,1,-21,35,56,49,0,34,0,0.058823529411764705,0.02040816326530612,0.0,0,1,0,0,0,1,0.8,1.0,0.0,0.0,15.0,3.0,49.0,69.0,59.0
10076,Lewis Cook,Bournemouth,0.1,0,0,3,0,5.3,67,0.1,0.1,0.0,0.95,341,2,0,1.1,5.6,2023-05-06T14:00:00Z,31,6,0,0,0,0,35,0,6215,0,3,1,0.0,1,31,83,52,49,0,35,1,0.03225806451612903,0.02040816326530612,0.0,0,1,0,0,0,1,0.8,1.0,0.0,0.0,17.0,8.0,49.0,35.0,56.0
10389,Lewis Cook,Bournemouth,0.0,0,0,1,0,0.3,67,0.0,0.04,0.04,0.0,355,0,0,0.0,0.0,2023-05-13T14:00:00Z,9,7,0,0,0,0,36,0,6213,0,0,2,1.0,1,-18,52,70,49,0,36,0,0.1111111111111111,0.02040816326530612,0.0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,31.0,3.0,49.0,83.0,52.0
10727,Lewis Cook,Bournemouth,0.5,0,0,8,0,1.9,67,0.05,0.05,0.0,1.49,361,1,0,1.1,9.0,2023-05-20T14:00:00Z,90,14,0,0,0,0,37,0,6232,1,1,0,0.0,1,9,74,65,49,1,37,0,0.011111111111111112,0.02040816326530612,0.0,0,1,0,0,0,1,1.0,1.0,0.0,0.0,9.0,1.0,49.0,52.0,70.0
104,Lewis Dunk,Brighton,1.4,0,0,9,0,0.1,106,0.0,0.0,0.0,0.0,9,1,0,1.6,12.2,2022-08-07T13:00:00Z,90,14,0,0,0,0,1,0,147708,0,2,1,4.0,2,0,0,0,45,0,1,0,0.022222222222222223,0.044444444444444446,0.0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Lewis Dunk,Brighton,4.5,0,1,28,1,0.3,106,0.0,0.0,0.0,0.0,14,0,0,1.4,13.6,2022-08-13T14:00:00Z,90,15,0,0,0,0,2,0,191803,0,0,0,0.0,7,16676,27794,11118,45,0,2,1,0.07777777777777778,0.15555555555555556,0.0,0,1,1,0,0,0,4.5,2.0,0.0,0.0,90.0,9.0,45.0,0.0,0.0
698,Lewis Dunk,Brighton,5.0,0,0,26,1,0.2,106,0.0,0.0,0.0,0.0,30,0,0,2.6,25.4,2022-08-21T13:00:00Z,90,19,0,0,0,0,3,0,242328,0,2,0,0.0,6,35452,58819,23367,45,0,3,0,0.06666666666666667,0.13333333333333333,0.0,0,0,1,0,0,0,5.0,7.0,0.0,0.0,90.0,28.0,45.0,27794.0,11118.0
994,Lewis Dunk,Brighton,6.0,0,1,22,1,10.6,106,0.0,0.0,0.0,0.0,34,0,0,2.1,4.8,2022-08-27T14:00:00Z,90,11,0,0,0,0,4,0,318597,0,0,1,6.0,7,58249,81663,23414,45,0,4,1,0.07777777777777778,0.15555555555555556,0.0,0,1,1,0,0,0,5.5,6.0,0.0,0.0,90.0,26.0,45.0,58819.0,23367.0
1285,Lewis Dunk,Brighton,4.7,0,0,4,0,1.1,106,0.0,0.0,0.0,0.0,44,2,0,1.1,10.2,2022-08-30T18:30:00Z,90,9,1,0,0,0,5,0,559364,0,1,2,0.0,-1,211721,236194,24473,46,0,5,1,-0.011111111111111112,-0.021739130434782608,0.0,0,0,1,0,0,0,4.2,7.0,0.0,0.0,90.0,22.0,45.0,81663.0,23414.0
1580,Lewis Dunk,Brighton,4.0,0,0,15,0,0.7,106,0.0,0.0,0.0,0.0,53,2,0,3.9,16.6,2022-09-04T13:00:00Z,90,10,0,0,0,0,6,0,576291,0,2,5,22.0,1,16094,72206,56112,46,0,6,0,0.011111111111111112,0.021739130434782608,0.0,0,1,1,0,0,0,4.0,-1.0,0.0,0.0,90.0,4.0,46.0,236194.0,24473.0
2077,Lewis Dunk,Brighton,0.0,0,0,12,0,0.3,106,0.0,0.0,0.0,0.0,87,3,0,2.0,18.0,2022-10-01T14:00:00Z,90,12,0,0,0,0,9,0,467092,0,3,3,2.0,1,-39405,9062,48467,46,0,9,0,0.011111111111111112,0.021739130434782608,0.0,0,0,1,0,0,0,2.8,1.0,0.0,0.0,90.0,15.0,46.0,72206.0,56112.0
2379,Lewis Dunk,Brighton,1.0,0,0,15,0,1.8,106,0.0,0.0,0.0,0.0,93,1,0,2.3,17.6,2022-10-08T16:30:00Z,90,18,0,0,0,0,10,0,462446,0,1,0,4.0,2,-8144,20050,28194,46,0,10,0,0.022222222222222223,0.043478260869565216,0.0,0,1,1,0,0,0,2.0,1.0,0.0,0.0,90.0,12.0,46.0,9062.0,48467.0
2675,Lewis Dunk,Brighton,1.3,0,0,13,0,1.8,106,0.0,0.0,0.0,0.0,102,2,0,3.2,21.0,2022-10-14T19:00:00Z,90,4,0,0,0,0,11,0,539403,0,0,2,9.0,1,72664,89283,16619,46,0,11,0,0.011111111111111112,0.021739130434782608,0.0,0,0,1,0,0,0,0.8,2.0,0.0,0.0,90.0,15.0,46.0,20050.0,28194.0
2957,Lewis Dunk,Brighton,0.0,0,2,28,1,1.3,106,0.0,0.0,0.0,0.0,114,0,0,3.7,18.4,2022-10-18T18:30:00Z,90,16,0,0,0,0,12,0,814847,0,0,0,17.0,8,97814,115788,17974,46,0,12,1,0.08888888888888889,0.17391304347826086,0.0,0,1,1,0,0,0,2.6,1.0,0.0,0.0,90.0,13.0,46.0,89283.0,16619.0
3239,Lewis Dunk,Brighton,1.6,0,0,9,0,0.8,106,0.0,0.0,0.0,0.0,125,3,0,0.9,8.6,2022-10-22T14:00:00Z,90,13,0,0,0,0,13,0,589847,0,1,3,0.0,1,-47060,16046,63106,47,0,13,0,0.011111111111111112,0.02127659574468085,0.0,0,0,1,0,0,0,2.6,8.0,0.0,0.0,90.0,28.0,46.0,115788.0,17974.0
3535,Lewis Dunk,Brighton,2.0,0,0,15,0,0.1,106,0.0,0.0,0.0,0.0,134,1,0,2.3,23.2,2022-10-29T14:00:00Z,90,6,0,0,0,0,14,0,577023,0,1,4,0.0,2,-15773,15673,31446,47,0,14,0,0.022222222222222223,0.0425531914893617,0.0,0,1,1,0,0,0,2.8,1.0,0.0,0.0,90.0,9.0,47.0,16046.0,63106.0
